41138798,6,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,Q8JYZ9dmnxzvg5NM,7ar861bkxK
41138798,7,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,9rObA1nPEexMGDVk,8576ArwRNz
41138798,8,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4l1mP82mJ8g5YQ2R/8Y7JjdBPRE/info,4,T1,08X6Ne4YzxVZ5RpP,wPbJKYG7ok
41140519,0,lvyifanLVYIFAN,4,T4,k3QpBXX9957B0YoO,K5j6j9zZDM
41140519,1,lvyifanLVYIFAN,4,T4,v3mpdzvggb4d2gE9,PGzv40vbYR
41140519,2,lvyifanLVYIFAN,4,T4,b09PvWrPPWLE6JAy,MAGPm8jm02
41140519,3,lvyifanLVYIFAN,4,T4,D6gvw6qeemMp7nZa,lwxa42PyoE
41140519,4,lvyifanLVYIFAN,4,T4,MD4pm7eBBwREo2Jk,yXQ62deEPN
41140519,5,lvyifanLVYIFAN,4,T4,mBka93DJJMvEn7pN,MeNOe6gm3v
41140519,6,lvyifanLVYIFAN,4,T4,rdl6w06qqbmJjEQZ,oLbqgP6ezB
41140519,7,lvyifanLVYIFAN,4,T4,4kABMQ1JJqLMxgE5,DlbAmbnOkM
41140519,8,lvyifanLVYIFAN,4,T4,E3QYlx177AJgGJ9j,M2oXnd9mla
41141544,0,liangyue3666,4,T4,jJXW8GQKK56dgEqn,qVxmx1QzlN
41141544,1,liangyue3666,4,T4,3myKJyN55YDEA8Pz,XdZGPOJPg3
41141544,2,liangyue3666,4,T4,9MaXE75yybv0n3BD,a9lYdpYyAb
41141544,3,liangyue3666,4,T4,ERVm5WBPP8Lvwr2G,Kw6lYobe2Z
41141544,4,liangyue3666,4,T4,MlmA4RqddxP31DeQ,AVlzRJzW0D
41141544,5,liangyue3666,4,T4,y0X3ldKggN2VrkPp,xR8VyD607o
41141544,6,liangyue3666,4,T4,08zqN3ZJJYbnBr92,w79lbx0YWn
41141544,7,liangyue3666,4,T4,MRQA5jgWWbQwkVvn,z3PJjxl2Wb
41141544,8,liangyue3666,4,T4,xXv5Wj4ww3ymQgaG,OnZ97a1xmV
41142751,0,wxid_yd4ek2qwm8i822,4,T2,XPYGgmZy8EkeDqj7,J3vbJMeV6k
41142751,1,wxid_yd4ek2qwm8i822,4,T2,AgVy602lXjAdJNYe,pbMXvqJm3D
41142751,2,wxid_yd4ek2qwm8i822,4,T2,QKqn5ve3ML471jeD,jP4Mm7J7Ee
41142751,3,wxid_yd4ek2qwm8i822,4,T2,3Rv58LOdbr5gnMAX,l08dM5d3kG
41142751,4,wxid_yd4ek2qwm8i822,4,T2,7nrNRE9xJ3bRDezB,PQDz2Rzmvp
41142751,5,wxid_yd4ek2qwm8i822,4,T2,nx8lNvjkMZnN7VPr,Z9r2eKpWzJ
41142751,6,wxid_yd4ek2qwm8i822,4,T2,xRnJNXKA6vk5owWK,4qWlgGlYNv
41142751,7,wxid_yd4ek2qwm8i822,4,T2,lyMEmJQA5e7bAx4G,bMRgARJxED
41142751,8,wxid_yd4ek2qwm8i822,4,T2,ar7zeB1o2VagdRwM,wdRy4YVLZ0
41144132,0,xuyue18725387695,4,T3,4ovmMVPkE7ylkWAr,RbzNqOGXKL
41144132,1,xuyue18725387695,4,T3,JAVK0W7aJEN0wG7b,8x370L7VNZ
41144132,2,xuyue18725387695,4,T3,nDbEVXaKvQ7m0Qpv,epJme37Xal
41144132,3,xuyue18725387695,4,T3,pdR7waZKYX1LrNbJ,2k7GMEGVba
41144132,4,xuyue18725387695,4,T3,ePWoM4E0wYQda6AD,EWZvVzvxoO
41144132,5,xuyue18725387695,4,T3,mj8Pgd2lDk4vkbE1,eNg1wrv3L2
41144132,6,xuyue18725387695,4,T3,leXgLe0BERVW94zr,LoVwVDvQ9G
41144132,7,xuyue18725387695,4,T3,OB8LMgBzb52NwGg5,G384gQjLl5
41144132,8,xuyue18725387695,4,T3,dQqPLjBZnP0LKB9O,Q3Yd3GdqOm
41145013,0,CSM1551680495,4,T2,1kRymYk3XY8L3nW6,EK43NOG9Ol
41145013,1,CSM1551680495,4,T2,E0GYXepvaKJjZk5A,PNbQqL48ZY
41145013,2,CSM1551680495,4,T2,k71oGJ0O1El3AOx8,Lk90jGvpAr
41145013,3,CSM1551680495,4,T2,yLAKNl2EqnM5kdrD,OKrveEvN9D
41145013,4,CSM1551680495,4,T2,4aNm5KAnZ9J7jdA9,0Zlxn595rd
41145013,5,CSM1551680495,4,T2,zKwa36VKd2938LnQ,d2X6wyPqKk
41145013,6,CSM1551680495,4,T2,O8q60O8YgLjvWmLb,3RjekNwgDq
41145013,7,CSM1551680495,4,T2,wZPp3wDjwg2dqgbL,BoEwM8kRzr
41145013,8,CSM1551680495,4,T2,p2bL5ax7DyRq7zaB,03j29Q2DEr
41147905,0,Heroxmk,4,T4,pYNR5Qp4jMqegLyk,A9yzYkNdG0
41147905,1,Heroxmk,4,T4,e3mNONz9y1nOp8V4,j2KO0rQJV3
41147905,2,Heroxmk,4,T4,O2bVnQkmKYxgkqjX,d6y5PL5D8A
41147905,3,Heroxmk,4,T4,1JNV4qqAg534AD2d,YJ3dQgl5Ey
41147905,4,Heroxmk,4,T4,ReKJmavg23qEB7jw,0B32g065jp
41147905,5,Heroxmk,4,T4,6p5NndEzAvagrJRK,1Ew0ezjrOQ
41147905,6,Heroxmk,4,T4,EvPJ2g6N91gL4Mdm,YK562B6wqD
41147905,7,Heroxmk,4,T4,Z5WqG4BxmEj091ye,18EdPeljmp
41147905,8,Heroxmk,4,T4,KGgeRLLEjKvRpZMr,mKAJGA7L5a
41148503,0,SwanLau_,4,T1,nKLydjqZGDj8RGp3,Llvkvjk68V
41148503,1,SwanLau_,4,T1,1amJ3E4XEzN58Yl6,oMeOmbxK56
41148503,2,SwanLau_,4,T1,ZbxR2kgrVW92jreB,jWXb4yw0Z2
41148503,3,SwanLau_,4,T1,QLG0KqqXmGNKNyza,G1dlY4gXpJ
41148503,4,SwanLau_,4,T1,DPV4WKNERmPnp5La,VMz0vGOEyG
41148503,5,SwanLau_,4,T1,2xeDQw2xyjN4jOdA,QvP5kX7M0m
41148503,6,SwanLau_,4,T1,1VoO7Qzl6qxmpKrQ,QZOn7Z91Vm
41148503,7,SwanLau_,4,T1,BA0jXQAmYxjXR96W,no2gG6P6Je
41148503,8,SwanLau_,4,T1,2X3nadKxG3PLv7jg,OZq2a61eBJ
41149972,0,zhengtao-x,4,T1,KOzl76ZmkeN7RVeW,dOZ3NAMe8v
41149972,1,zhengtao-x,4,T1,eWNVk2RMvZ6kPMdl,7ar4vV4Dep
41149972,2,zhengtao-x,4,T1,0wVRm8Y6yOgeKnvb,Bqadn1jZvy
41149972,3,zhengtao-x,4,T1,90JYq46Ox4zRKeoX,lyAOd8O18x
41149972,4,zhengtao-x,4,T1,R8nVlGvpoeW2Joya,YqO39Lv4aE
41149972,5,zhengtao-x,4,T1,0M1vzJbmjyGz4lok,VzgyVowJYr
41149972,6,zhengtao-x,4,T1,Ol9W4KzgVbW6pBaM,LXdMxpMAEO
41149972,7,zhengtao-x,4,T1,rga9xLW3K9q2VZDY,Z9V25JymRE
41149972,8,zhengtao-x,4,T1,ew0zQMXg0k8OvnDk,XdxGOa54R2
41150828,0,YZP0202-,4,T4,nlyQEpdOvkeEOwm0,k4b5Pd5ayP
41150828,1,YZP0202-,4,T4,b97dK7E5zYMnMjNG,MW605ZGLV3
41150828,2,YZP0202-,4,T4,Z0PpQ9z9LKnX9MrW,kY0QpBNDbZ
41150828,3,YZP0202-,4,T4,JGkAXvVJydrXeV6r,97G1Bb1kbx
41150828,4,YZP0202-,4,T4,grndEwv4LK1OVbQz,QLZ9Wo9jzp
41150828,5,YZP0202-,4,T4,blB0jxWE1leaMGW7,zjq1k6W3Xg
41150828,6,YZP0202-,4,T4,7m0RlyGxaqVgyzNq,jYB53a1Npe
41150828,7,YZP0202-,4,T4,BDXVgzV3ry7gqo79,Yqkj34xdg1
41150828,8,YZP0202-,4,T4,ryR08Ay7Erm8JVNY,5xGKGEaQ3o
41151836,0,AnInterestingPanda,4,T2,BzqrPW2lQGEMVnDe,2Eo5Egz7GN
41151836,1,AnInterestingPanda,4,T2,A2kaEWKGmD5EON31,1mrG0xG4w7
41151836,2,AnInterestingPanda,4,T2,4J76wWraAk4xmodv,4rLlaylZV9
41151836,3,AnInterestingPanda,4,T2,MY3amW38eD1mEzVZ,M7o0Y50rPB
41151836,4,AnInterestingPanda,4,T2,aPxrEWlabY16O7vp,9PK6ygBJrk
41151836,5,AnInterestingPanda,4,T2,b1pyaWW5NwjaeQmD,r2a34zJRKY
41151836,6,AnInterestingPanda,4,T2,kRZP6W01jzmND5JL,7MZxpZd5wJ
41151836,7,AnInterestingPanda,4,T2,9ZPN5WQGyPx0zJKX,WwNdyedkzv
41151836,8,AnInterestingPanda,4,T2,VmLO4W6arPJBRGjA,pl2jGA3DX0
41152784,0,zml19660306,4,T3,lrRE82Ge95oQBn6k,pZKP5ePbJD
41152784,1,zml19660306,4,T3,wP15O2AjnP3NApB8,LVWE9OKoyp
41152784,2,zml19660306,4,T3,eY1O621lk5od04bJ,rj7bdQwxk5
41152784,3,zml19660306,4,T3,xmQ1z2yJkAZ9k5Gv,vn8mdQgYak
41152784,4,zml19660306,4,T3,bLWAl2eZqPMdmzk2,dM8ENLqb73
41152784,5,zml19660306,4,T3,pGRMW2j98GVWQ3mj,pgzv6Lm5YV
41152784,6,zml19660306,4,T3,kJXj62zVDEK6NeBv,VAb6jW3OEo
41152784,7,zml19660306,4,T3,l3jrK2ByoVXKR4Jn,vrJQlB5ZkB
41152784,8,zml19660306,4,T3,Z5eOg2ZLl9rgVQla,5BrPBQ8A3a
41153337,0,hare-1,4,T2,vD5oqeA8DbWqJ9P1,K0ljaK5XoM
41153337,1,hare-1,4,T2,mx9pMeRENZvJaEPy,3gMaPgY9Ov
41153337,2,hare-1,4,T2,4N0P7egGbM5EArln,Wzl3zkOwmx
41153337,3,hare-1,4,T2,rXGY7eDJa3qQpBR4,JMlRXpRdkX
41153337,4,hare-1,4,T2,PGQz0eP5rnbXd3oW,EN2lYLJ7Ka
41153337,5,hare-1,4,T2,z0EqXeoL01Pbg6ok,q5e03G09Mj
41153337,6,hare-1,4,T2,o8eY3e9MoLp3jkBn,Krg1p9k8za
41153337,7,hare-1,4,T2,4GWPXe7NG1PjEAwy,wXj8vD3gD9
41153337,8,hare-1,4,T2,PRel8eyOG4Y8p0Ez,MaOd4pdbl7
41154113,0,LI12126972NUO,4,T3,1dpZOezvoPMYAeq4,mRkqQyqgvM
41154113,1,LI12126972NUO,4,T3,manl1jr2bO51pLXw,J8oGl0GmBq
41154113,2,LI12126972NUO,4,T3,YaprmJ9p2kJvbJL7,oyVKY1K3xa
41154113,3,LI12126972NUO,4,T3,NoOBqnLQyjAwLJ1l,jwEpwVnk8v
41154113,4,LI12126972NUO,4,T3,KlYBOKnpm35GkWX8,RjDpON9Pk6
41154113,5,LI12126972NUO,4,T3,pvlOgOMYWDqbnB4P,EzQ3wLOb86
41154113,6,LI12126972NUO,4,T3,87paQwWgLDYQOvny,WR2NZkxzBv
41154113,7,LI12126972NUO,4,T3,aPyzJanVo0rLGOKk,r2VyzLxdZz
41154113,8,LI12126972NUO,4,T3,qy0mNdO6rwblR6zM,MG7e8NZQOw
41156553,0,t11700107,4,T4,YvLVgOkYyKBgNbjl,aW2ENrEnOx
41156553,1,t11700107,4,T4,m34xByk4p731LnXa,rK9VarNYB3
41156553,2,t11700107,4,T4,w82mZyP9weBdz175,KWMPdXPZx0
41156553,3,t11700107,4,T4,yRYp17q3gl8OP4km,MvGlgGlqa9
41156553,4,t11700107,4,T4,wyv4ky2wQ5naGZEW,OxMGzO13DZ
41156553,5,t11700107,4,T4,g68em6QEqxb72rG1,PoLZaDAjnE
41156553,6,t11700107,4,T4,WkObEwyNrwGgeoan,vBky7m97VZ
41156553,7,t11700107,4,T4,3YzAnEVExbJkR0xO,yZVabJaMgL
41156553,8,t11700107,4,T4,e4wnk13ybL0gdNZ9,O68kP8kN5g
41157520,0,g182351520,4,T2,DLAnEq2z10wby4xl,ODe6bWzJ25
41157520,1,g182351520,4,T2,4g6BW9l7wNx8xnMw,9eE51A5aRN
41157520,2,g182351520,4,T2,4VykBv5G0EwjYJM5,n0kzaGmD9Z
41157520,3,g182351520,4,T2,aXrZ4wY7ZMVKmdp7,qzVnNDa5wZ
41157520,4,g182351520,4,T2,0L6jb6aORyj3J1PR,lXq8MORAk1
41157520,5,g182351520,4,T2,2EzrXyLpv2Pg5qvD,dlVk1X7o3q
41157520,6,g182351520,4,T2,DdwxN79Rn0pQqKa5,9nqRgORrjl
41157520,7,g182351520,4,T2,jEJAZA3mE7WNqkVe,z8qZmyZ1Oa
41157520,8,g182351520,4,T2,AD4kLBNnry2LWn9z,0RBg3a4mDq
41158332,0,ayuhello,4,T4,6Od93gO6Wka3EBvR,wn3K7wKMeP
41158332,1,ayuhello,4,T4,Vn59gj02p45lz16D,oGk1Klnm72
41158332,2,ayuhello,4,T4,geOqVk2rXydKlmWB,8pDRZe5obP
41158332,3,ayuhello,4,T4,LJvp5lGL0ldEzN3R,VqZgB4Rdn2
41158332,4,ayuhello,4,T4,oqR0J4GdVm7wP3Er,xN7QYx5KX0
41158332,5,ayuhello,4,T4,RMWLXnW5e7NZjA08,7aPGJbGr5p
41158332,6,ayuhello,4,T4,b6Bon0V5dQaO1Rzr,POM1pnJd4x
41158332,7,ayuhello,4,T4,YrWXjpBGV7JOKz80,72MdMEdY0x
41158332,8,ayuhello,4,T4,aNqG9qRAWlKMDngo,l5Dge1geEV
41160959,0,zqlxialanjin0216,4,T3,dxp7JWDa7jgmaoN2,LrJZ8nAvOX
41160959,1,zqlxialanjin0216,4,T3,E6A5dv0Z34DVqvxB,kV6JZgxebB
41160959,2,zqlxialanjin0216,4,T3,drBpkxOKz4aw7ay5,LMqgK5925o
41160959,3,zqlxialanjin0216,4,T3,Bw9YaPoNnO8kED3v,N3KxOzkVpq
41160959,4,zqlxialanjin0216,4,T3,X7B3LNgBJxb9WpoE,pl1xKl78zN
41160959,5,zqlxialanjin0216,4,T3,Pl61G3PxVkrvDgLM,DABJPbdRvp
41160959,6,zqlxialanjin0216,4,T3,YnA32LGqLbZ0jKX4,D1j8gJ9bPL
41160959,7,zqlxialanjin0216,4,T3,k6lWBlkNgEXm0n7w,Bkb1WDRJxm
41160959,8,zqlxialanjin0216,4,T3,JvDL7nM1eKJ5oVXA,rgXV30z7Z3
41161391,0,jz6229,4,T4,0ymzGMN7WlKdD5wr,ZWVkYJeBo1
41161391,1,jz6229,4,T4,9o10qGvMxW3KZbvr,En91mJljB0
41161391,2,jz6229,4,T4,WgYERKBkEADwAJqM,LJwdALWV9q
41161391,3,jz6229,4,T4,yNEr8x9yD6VPMWnL,OeolgRWLvw
41161391,4,jz6229,4,T4,q0JaPEQOEdqPeBom,vq0NxdNDPK
41161391,5,jz6229,4,T4,jNgPeN8qn2dxVWaw,zed2Ey2Y40
41161391,6,jz6229,4,T4,2VjG5blxzp7mwaDO,Y1ZQlLQw7b
41161391,7,jz6229,4,T4,Og6VlOwYAzKl8kbn,rDe1GW1d74
41161391,8,jz6229,4,T4,eY5Eaddxj14aoDMw,3a75aM5wdn
41162186,0,iamxiaoluo,4,T1,aOAWEr1KmM1Vlk8D,xQpyEPvkn7
41162186,1,iamxiaoluo,4,T1,ZzVvNrRLlvRNm1KB,dW2gGOgXyp
41162186,2,iamxiaoluo,4,T1,paOk1roVpJoedMoW,B0Rwal6bdp
41162186,3,iamxiaoluo,4,T1,vENVbrp0OVpXw2MP,LrzyEMy3RO
41162186,4,iamxiaoluo,4,T1,4dP2xrdXqndOqQB5,neWR1Kjdly
41162186,5,iamxiaoluo,4,T1,65wgjr1Pmz1aB27Z,8nBmk2KvO5
41162186,6,iamxiaoluo,4,T1,qG573rPQA7PRjEVe,MQaVBEgK7O
41162186,7,iamxiaoluo,4,T1,ZqMe3rqb6ZqVLJD1,8q5jx5dBG1
41162186,8,iamxiaoluo,4,T1,YvzM3r5ez65k1QnP,DQdzG3zNaO
41164841,0,YiDanna_Zhang,4,T1,p8YnJDpzpmdJ6xoO,G0dlvOb2o4
41164841,1,YiDanna_Zhang,4,T1,LV5AMDGwGn5mEp3j,Vamx62xJpX
41164841,2,YiDanna_Zhang,4,T1,jLnGMDDND0QMdmZK,oPdyJpb3rK
41164841,3,YiDanna_Zhang,4,T1,mwJpdDqwq6WXzr7n,5rY39q3zoW
41164841,4,YiDanna_Zhang,4,T1,Qoz4eDQRQ7ox0dZn,ZypQK4YoOx
41164841,5,YiDanna_Zhang,4,T1,WpOvXDvGv9gLaBmr,YeXAk3AQb3
41164841,6,YiDanna_Zhang,4,T1,v8DalD8R8vPlRGKW,dW4JBO0Lwk
41164841,7,YiDanna_Zhang,4,T1,nz97XD8E8wBXP56l,aOLNvVNzPj
41164841,8,YiDanna_Zhang,4,T1,eoqBmDg5gxYW0OE2,ZmN9G7967l
41165989,0,Stan-Brabbit,4,T3,ol3g7b4Mg3a1MQOz,YXKBNgGekb
41165989,1,Stan-Brabbit,4,T3,LrXOwzvY6zgwo3q7,dKJyq8BlR4
41165989,2,Stan-Brabbit,4,T3,Ln5aAwYQMn9l0e3N,VMyvyR6l30
41165989,3,Stan-Brabbit,4,T3,gwoO7Qk814GA2ePp,gbK2qVYlAd
41165989,4,Stan-Brabbit,4,T3,EvbLZQY7lbJZ9gNa,JPoM1eMLev
41165989,5,Stan-Brabbit,4,T3,lm9yjwnd6v90qbXv,E8qmv8J3nj
41165989,6,Stan-Brabbit,4,T3,60QKlX6BAyGkjJNX,WRZyZLz7a1
41165989,7,Stan-Brabbit,4,T3,GQqZmdZaqxVw41bp,4ndPM70ya6
41165989,8,Stan-Brabbit,4,T3,0OJVWO0YKBN8K3NB,KmwnBqjGRM
41166681,0,wulacc,4,T4,j6DXEBk32Pxgz5yW,zBVWkE0n1k
41166681,1,wulacc,4,T4,EedkaBWdK9ejbzWO,wyQqdm0DzK
41166681,2,wulacc,4,T4,djZXgBL7bnw9Ool5,EA59dWqkw3
41166681,3,wulacc,4,T4,lPZ83BREewA3ozMy,3VDWJZWm1k
41166681,4,wulacc,4,T4,JPzLkB2p735k8opn,VWA9veOKyl
41166681,5,wulacc,4,T4,VOE8pBmgb03k7nmL,lEJ6156Z1X
41166681,6,wulacc,4,T4,WZ3VmBN1xeXm71v8,yaDZmo03eJ
41166681,7,wulacc,4,T4,Zy2bvBXjRJamD8g5,K4wp0kPEo7
41166681,8,wulacc,4,T4,ozeqABb2d89A8OX9,PKlqKOqZ49
41167049,0,Zyy892898685,4,T4,mjWAPXjwqBoOr13v,8ld2Z0QDWe
41167049,1,Zyy892898685,4,T4,Qk48OEENPKaOnlXE,OaJgE2RqoK
41167049,2,Zyy892898685,4,T4,Ewe2GOEYrgNQlq7o,AZgzMvwv1k
41167049,3,Zyy892898685,4,T4,Q8RnERmABPdzb5Oa,YnjV0BmEPD
41167049,4,Zyy892898685,4,T4,r3NMKEJOn3wVqga1,M9GZ0YKQvr
41167049,5,Zyy892898685,4,T4,NLoAkZ42AzGn4vPl,8EN3XjK6rl
41167049,6,Zyy892898685,4,T4,a1L70WxQjE4mbdX2,vq2djBdPlR
41167049,7,Zyy892898685,4,T4,gMG5W3zZOVMwZL8J,oOEb7rjKWD
41167049,8,Zyy892898685,4,T4,M4nJjdZEVl5vBZ9R,wNdgkd9oRr
41168365,0,zhaoxia4817,4,T1,6QPgk9Zx2KlO0GXr,v50M5bzyPm
41168365,1,zhaoxia4817,4,T1,qzkVgvPvrLZWMxGe,OxQ0m6dDjp
41168365,2,zhaoxia4817,4,T1,Y2ze375BPDZNE1ZR,oLEMbYq6Ym
41168365,3,zhaoxia4817,4,T1,KAmpZxDK5AGZg4bj,e72yaxMYvL
41168365,4,zhaoxia4817,4,T1,1ekDZye6ONQZYWw7,j846vanLDw
41168365,5,zhaoxia4817,4,T1,261V7zGYgO6qmGRM,M7DnqgjZo8
41168365,6,zhaoxia4817,4,T1,LPxzv6G2LzpRV9pW,3EzJBZJ0Mr
41168365,7,zhaoxia4817,4,T1,bWPR6Bjqd2z6OLDr,kdlm84m8GY
41168365,8,zhaoxia4817,4,T1,rwRzP8OEYg8x3kKW,wzNEX2xlgA
41170067,0,wxkwxhna,4,T1,YBzXPK3W4kwPWvgK,xML5k8ODK3
41170067,1,wxkwxhna,4,T1,d5JMQLvL8nG4ZYjA,VjpKba43y0
41170067,2,wxkwxhna,4,T1,q6b4Va8bPQXJ5nGy,M0anWDbGB8
41170067,3,wxkwxhna,4,T1,JKpylbxwGQAVqA6b,n9WOMD3V0y
41170067,4,wxkwxhna,4,T1,A85bndOqmL4Q3qOL,B96pX37m82
41170067,5,wxkwxhna,4,T1,KZ681edKGnAQJobA,W7jPkLadv5
41170067,6,wxkwxhna,4,T1,BPKbX7e578LZrVmN,yMw5ypeWmN
41170067,7,wxkwxhna,4,T1,DBj5E4rL23wevmdz,kjxK1RWeXo
41170067,8,wxkwxhna,4,T1,7JWMZk6rAJl2VYPp,kZv3aP1zn7
41171018,0,dyq2104347152,4,T3,RBkd1KkmOy81a7pW,P9amKkmbNz
41171018,1,dyq2104347152,4,T3,Ny1bENZj6eMExPnp,jJkyKAOXY9
41171018,2,dyq2104347152,4,T3,VJRk2qGJnBXMW1ld,2ApEGNKboM
41171018,3,dyq2104347152,4,T3,1m6adOEYlyR24yMq,qj63zd5nBp
41171018,4,dyq2104347152,4,T3,LAWoRxWwjmOJOqb2,0nVlv4BjN4
41171018,5,dyq2104347152,4,T3,obDgJXWpYNxl78xO,ZMRnqrWDm9
41171018,6,dyq2104347152,4,T3,YWZDl15Lo6plzajB,a6zVXkEkqR
41171018,7,dyq2104347152,4,T3,6PrkQamMDd8QE5Yp,v4bgQAg9w8
41171018,8,dyq2104347152,4,T3,WqNB2dJ9KEZRQP4d,VgExQrpZk1
41182505,0,广东 湛江,4,T4,9pPLd8Akqlw3QY2b,KdPXdr3DaV
41182505,1,广东 湛江,4,T4,pxGN3WpLBOAE91jl,q8nYl7j2yN
41182505,2,广东 湛江,4,T4,JlkWGJ2aZW3G26my,vG85Bkzopy
41182505,3,广东 湛江,4,T4,yxMVl4p10Avlpk3L,qRaZOxlp5A
41182505,4,广东 湛江,4,T4,5xpB9eXJPQB3KjGP,B0zXEbAYQo
41182505,5,广东 湛江,4,T4,joky0j1bOZYB2mwE,2jbp5epl4D
41182505,6,广东 湛江,4,T4,xgevNZqR19Ymq2Bw,LxG25l0eBP
41182505,7,广东 湛江,4,T4,d4Q2laYAnJGlnN63,m94KAqKbo1
41182505,8,广东 湛江,4,T4,wYOZ2dnxv7ZMxpNe,vryqa7Rz0E
41183949,0,jing_1996,4,T4,Rpg69WyaMm3qP5y0,XjdAdMZPlz
41183949,1,jing_1996,4,T4,q8w301QVxyO0Zbz4,ZP4a8AJb17
41183949,2,jing_1996,4,T4,pOP2qZoKRr3g9Qxz,JqOe7genNY
41183949,3,jing_1996,4,T4,XvVjzMg7253nrZye,MzwkYAko4B
41183949,4,jing_1996,4,T4,wb3zZ6KqwB1X0GJY,YW70AY0j4n
41183949,5,jing_1996,4,T4,ZJWEzMAeKZ3zgdAX,2m0BKRnA3Q
41183949,6,jing_1996,4,T4,KNjkQqlygW0xnoLw,2D408Q59GP
41183949,7,jing_1996,4,T4,m2YdxVkB7N3AXMGo,PBoqzGJA83
41183949,8,jing_1996,4,T4,21e7GZojkz3XkOnA,0lW1X41gRw
41184099,0,refine6521,4,T3,P21xBNA2GDyKn5DY,RBlNdj7Pa3
41184099,1,refine6521,4,T3,49nxJ7BOR35ZvbeP,byB3vAeJ8k
41184099,2,refine6521,4,T3,5gLr3evRwXBd0qZo,kn1PmpvqR2
41184099,3,refine6521,4,T3,jKxGejPbZMzWn5EM,ra9J0q4zeB
41184099,4,refine6521,4,T3,oDOEvlo0ZYp3bY57,nrGNzkPXEK
41184099,5,refine6521,4,T3,Aj2JBnJZng7By4En,5DyqR2qp8n
41184099,6,refine6521,4,T3,MJ9pLpW36vPzWo2d,VnZmlAkg4K
41184099,7,refine6521,4,T3,VAQ906Y8RnVXx83j,XeawMaw7y0
41184099,8,refine6521,4,T3,4kxezydKnrj5m2pv,wVgnk2K1ZD
41185115,0,Sillyfox_1997,4,T1,vBRW89MmRYn8qlPV,9o6JxpJqVy
41185115,1,Sillyfox_1997,4,T1,ZEQXjNomEp9qN0vD,7nNxYkv6AX
41185115,2,Sillyfox_1997,4,T1,waBZVymnX16VNXne,3XkN4oZygP
41185115,3,Sillyfox_1997,4,T1,aRdqMadQz2p86K3W,qbG38JljkZ
41185115,4,Sillyfox_1997,4,T1,DMV1K4GaM8w5oqB9,mNxgxKWner
41185115,5,Sillyfox_1997,4,T1,6GkaBgyELpZ3Vp8b,kvwQkzY06p
41185115,6,Sillyfox_1997,4,T1,2kbO8kvrxWE4olDX,396QlvRJ5A
41185115,7,Sillyfox_1997,4,T1,vD4aeZV7xZoebzVp,n4X9GMRYea
41185115,8,Sillyfox_1997,4,T1,XLoG5007eQd5E3Qr,aNAqaV1on2
41186381,0,charlie_yu_0803,4,T2,GYqaXAymrWwX2wyx,MEL0dM2bZo
41186381,1,charlie_yu_0803,4,T2,4nyaNAGVz3Q1rM2J,lWZjXdjVpv
41186381,2,charlie_yu_0803,4,T2,bJlPkA285zeajq2g,XAe3GVw28l
41186381,3,charlie_yu_0803,4,T2,AwVl1AYdlpD1Y0RN,Ogz9xl913j
41186381,4,charlie_yu_0803,4,T2,2LyP0AZaz1KVQEvz,BAy0ERxQj8
41186381,5,charlie_yu_0803,4,T2,V0ymWAY3O1xW1vrq,GZ6ekNmvj0
41186381,6,charlie_yu_0803,4,T2,G4BMkAGZM53g12le,yoadj0P1mD
41186381,7,charlie_yu_0803,4,T2,GA5RqA5m0a6qeNLY,1nd0loj6yL
41186381,8,charlie_yu_0803,4,T2,VP6egAXd5qr3OwRN,PQmBk2nM0j
41187861,0,SockyChan888,4,T1,eOxZgepPkb4n3D1P,VevjOWjyG8
41187861,1,SockyChan888,4,T1,jynOkjKbx3zWzJaq,mdkgzngMEl
